,n,avg_real,avg_cpu,med_cost,matrix,neighborhood_size
0,25,7681000.0,15625000.0,8.947268427656965,matrices/25_random_adj_mat_4.txt,5
0,25,6021600.0,15625000.0,10.13774490456434,matrices/25_random_adj_mat_5.txt,5
0,25,7549900.0,0.0,7.593646870911889,matrices/25_random_adj_mat_6.txt,5
0,25,5579000.0,0.0,8.474512553535734,matrices/25_random_adj_mat_7.txt,5
0,25,6511100.0,0.0,9.11639939275666,matrices/25_random_adj_mat_8.txt,5
0,25,7523400.0,15625000.0,8.144633758194589,matrices/25_random_adj_mat_9.txt,5
0,30,9093300.0,0.0,11.307384510641077,matrices/30_random_adj_mat_0.txt,5
0,30,9647500.0,15625000.0,10.245463649324039,matrices/30_random_adj_mat_1.txt,5
0,30,8050300.0,15625000.0,10.998763941594287,matrices/30_random_adj_mat_2.txt,5
0,30,7025100.0,0.0,11.124505838218923,matrices/30_random_adj_mat_3.txt,5
0,30,8843200.0,15625000.0,11.496510957227745,matrices/30_random_adj_mat_4.txt,5
0,30,7090200.0,0.0,11.59232791737485,matrices/30_random_adj_mat_5.txt,5
0,30,7105500.0,15625000.0,10.4929338635622,matrices/30_random_adj_mat_6.txt,5
0,30,8465700.0,15625000.0,11.156507915802885,matrices/30_random_adj_mat_7.txt,5
0,30,7401900.0,0.0,10.429889097088077,matrices/30_random_adj_mat_8.txt,5
0,30,6642500.0,15625000.0,10.374530855417964,matrices/30_random_adj_mat_9.txt,5
0,30,8102800.0,0.0,11.010454494172194,matrices/30_random_adj_mat_0.txt,5
0,30,8370300.0,15625000.0,10.698018256619783,matrices/30_random_adj_mat_1.txt,5
0,30,7079300.0,15625000.0,10.389665059359055,matrices/30_random_adj_mat_2.txt,5
0,30,7395700.0,0.0,10.24128189066497,matrices/30_random_adj_mat_3.txt,5
0,30,9070500.0,15625000.0,10.502671859320243,matrices/30_random_adj_mat_4.txt,5
0,30,12717700.0,0.0,10.985422994376652,matrices/30_random_adj_mat_5.txt,5
0,30,9182300.0,15625000.0,8.763836267217807,matrices/30_random_adj_mat_6.txt,5
0,30,9799000.0,0.0,11.586108684783927,matrices/30_random_adj_mat_7.txt,5
0,30,9347200.0,15625000.0,10.428892159123055,matrices/30_random_adj_mat_8.txt,5
0,30,15201100.0,15625000.0,10.85220343352272,matrices/30_random_adj_mat_9.txt,5
0,40,13187400.0,15625000.0,16.02253490302754,matrices/40_random_adj_mat_0.txt,5
0,40,12999700.0,15625000.0,14.688689456038123,matrices/40_random_adj_mat_1.txt,5
0,40,12523300.0,15625000.0,14.309686377684379,matrices/40_random_adj_mat_2.txt,5
0,40,11276800.0,15625000.0,14.453029060162896,matrices/40_random_adj_mat_3.txt,5
0,40,10171000.0,15625000.0,14.987447075882143,matrices/40_random_adj_mat_4.txt,5
0,40,11752500.0,0.0,15.773087421049562,matrices/40_random_adj_mat_5.txt,5
0,40,11463200.0,0.0,14.496550277967412,matrices/40_random_adj_mat_6.txt,5
0,40,10952500.0,15625000.0,14.576719713630267,matrices/40_random_adj_mat_7.txt,5
0,40,10416900.0,15625000.0,15.285616789437759,matrices/40_random_adj_mat_8.txt,5
0,40,11445500.0,15625000.0,15.787411979564661,matrices/40_random_adj_mat_9.txt,5
0,50,14079800.0,15625000.0,20.34848713446668,matrices/50_random_adj_mat_0.txt,5
0,50,16500800.0,15625000.0,18.590521636532575,matrices/50_random_adj_mat_1.txt,5
0,50,14963600.0,15625000.0,17.480224817473726,matrices/50_random_adj_mat_2.txt,5
0,50,14928700.0,15625000.0,17.530880413536433,matrices/50_random_adj_mat_3.txt,5
0,50,15000800.0,15625000.0,19.117764090965686,matrices/50_random_adj_mat_4.txt,5
0,50,14381300.0,15625000.0,18.871515595448216,matrices/50_random_adj_mat_5.txt,5
0,50,14582100.0,15625000.0,18.732414148553413,matrices/50_random_adj_mat_6.txt,5
0,50,14749500.0,15625000.0,20.621937909847347,matrices/50_random_adj_mat_7.txt,5
0,50,16322000.0,15625000.0,18.732850196475184,matrices/50_random_adj_mat_8.txt,5
0,50,12978000.0,15625000.0,17.265098584222162,matrices/50_random_adj_mat_9.txt,5
0,5,2759900.0,0.0,2.249612736828632,matrices/5_random_adj_mat_0.txt,10
0,5,1836900.0,15625000.0,2.4324100724478357,matrices/5_random_adj_mat_1.txt,10
0,5,1973300.0,0.0,2.092769076252572,matrices/5_random_adj_mat_2.txt,10
0,5,2090600.0,0.0,1.730408540073093,matrices/5_random_adj_mat_3.txt,10
0,5,2211100.0,0.0,1.8381227481602793,matrices/5_random_adj_mat_4.txt,10
0,5,2013000.0,0.0,2.907493662653474,matrices/5_random_adj_mat_5.txt,10
0,5,2158200.0,15625000.0,2.907678316977325,matrices/5_random_adj_mat_6.txt,10
0,5,1927600.0,0.0,2.72738402847107,matrices/5_random_adj_mat_7.txt,10
0,5,2014100.0,0.0,2.1307530483783985,matrices/5_random_adj_mat_8.txt,10
0,5,2090800.0,0.0,2.616055718212318,matrices/5_random_adj_mat_9.txt,10
0,6,2608100.0,0.0,2.6549481998199593,matrices/6_random_adj_mat_0.txt,10
0,6,2728700.0,15625000.0,2.3857942300953416,matrices/6_random_adj_mat_1.txt,10
0,6,2497200.0,0.0,2.5826910133607814,matrices/6_random_adj_mat_2.txt,10
0,6,2907600.0,0.0,2.6244799553107248,matrices/6_random_adj_mat_3.txt,10
0,6,3528700.0,0.0,2.204890873346207,matrices/6_random_adj_mat_4.txt,10
0,6,2663800.0,15625000.0,2.1213700507683013,matrices/6_random_adj_mat_5.txt,10
0,6,3175500.0,0.0,1.7547496920325507,matrices/6_random_adj_mat_6.txt,10
0,6,2727700.0,0.0,1.9668510853745371,matrices/6_random_adj_mat_7.txt,10
0,6,3046100.0,0.0,2.4785680059775683,matrices/6_random_adj_mat_8.txt,10
0,6,3080900.0,0.0,2.442624832178839,matrices/6_random_adj_mat_9.txt,10
0,7,3048100.0,0.0,2.5485158336662055,matrices/7_random_adj_mat_0.txt,10
0,7,3902300.0,0.0,2.1133715738835726,matrices/7_random_adj_mat_1.txt,10
0,7,4152200.0,0.0,2.765538655869785,matrices/7_random_adj_mat_2.txt,10
0,7,3971000.0,0.0,2.846818037575111,matrices/7_random_adj_mat_3.txt,10
0,7,3796500.0,0.0,2.490845941532837,matrices/7_random_adj_mat_4.txt,10
0,7,3279000.0,15625000.0,2.5723564469140525,matrices/7_random_adj_mat_5.txt,10
0,7,3977500.0,0.0,2.3993175115964593,matrices/7_random_adj_mat_6.txt,10
0,7,4197600.0,0.0,2.8691626616349586,matrices/7_random_adj_mat_7.txt,10
0,7,3410000.0,15625000.0,2.3131457844957337,matrices/7_random_adj_mat_8.txt,10
0,7,3892800.0,0.0,1.9213979013365257,matrices/7_random_adj_mat_9.txt,10
0,8,5273500.0,0.0,2.169253240672645,matrices/8_random_adj_mat_0.txt,10
0,8,4066100.0,15625000.0,2.617022360072963,matrices/8_random_adj_mat_1.txt,10
0,8,4626700.0,0.0,2.922101088853702,matrices/8_random_adj_mat_2.txt,10
0,8,4345700.0,0.0,2.5554128855425193,matrices/8_random_adj_mat_3.txt,10
0,8,4160700.0,15625000.0,2.259541309300535,matrices/8_random_adj_mat_4.txt,10
0,8,4210700.0,0.0,2.6414412178753333,matrices/8_random_adj_mat_5.txt,10
0,8,4484100.0,15625000.0,2.6801242091455997,matrices/8_random_adj_mat_6.txt,10
0,8,4287800.0,0.0,2.653053185766895,matrices/8_random_adj_mat_7.txt,10
0,8,3471100.0,0.0,2.9245232677730293,matrices/8_random_adj_mat_8.txt,10
0,8,4130300.0,0.0,2.3974053238819213,matrices/8_random_adj_mat_9.txt,10
0,9,4876000.0,0.0,2.761946756155129,matrices/9_random_adj_mat_0.txt,10
0,9,5227300.0,0.0,3.4250616930531534,matrices/9_random_adj_mat_1.txt,10
0,9,4295700.0,15625000.0,3.0553963577880148,matrices/9_random_adj_mat_2.txt,10
0,9,5426400.0,0.0,2.4796224566556866,matrices/9_random_adj_mat_3.txt,10
0,9,5264500.0,0.0,2.7811236700531246,matrices/9_random_adj_mat_4.txt,10
0,9,5539800.0,0.0,2.735829266110626,matrices/9_random_adj_mat_5.txt,10
0,9,5016700.0,0.0,2.8945244142259123,matrices/9_random_adj_mat_6.txt,10
0,9,4812700.0,15625000.0,3.461015321445683,matrices/9_random_adj_mat_7.txt,10
0,9,5070500.0,0.0,2.9485998664242383,matrices/9_random_adj_mat_8.txt,10
0,9,5840300.0,15625000.0,2.2969258985512586,matrices/9_random_adj_mat_9.txt,10
0,10,5525600.0,0.0,2.5926501185587996,matrices/10_random_adj_mat_0.txt,10
0,10,5890300.0,15625000.0,3.240992619746243,matrices/10_random_adj_mat_1.txt,10
0,10,6016100.0,0.0,3.42758424849459,matrices/10_random_adj_mat_2.txt,10
0,10,6472800.0,15625000.0,3.3224659291711216,matrices/10_random_adj_mat_3.txt,10
0,10,5903100.0,0.0,3.2268629179918995,matrices/10_random_adj_mat_4.txt,10
0,10,5965400.0,15625000.0,2.687488969303641,matrices/10_random_adj_mat_5.txt,10
0,10,7160600.0,0.0,2.9876086680902314,matrices/10_random_adj_mat_6.txt,10
0,10,6190900.0,15625000.0,3.3379027145133744,matrices/10_random_adj_mat_7.txt,10
