,n,avg_real,avg_cpu,med_cost,matrix,mutation_chance
0,50,429055320.0,426875000.0,17.11727258662383,matrices/50_random_adj_mat_1.txt,0.05
0,50,429648664.0,430000000.0,16.695043695974874,matrices/50_random_adj_mat_2.txt,0.05
0,50,428181952.0,426250000.0,16.671187188463044,matrices/50_random_adj_mat_3.txt,0.05
0,50,427388928.0,426875000.0,18.123213152005825,matrices/50_random_adj_mat_4.txt,0.05
0,50,429465088.0,428125000.0,17.857941873818085,matrices/50_random_adj_mat_5.txt,0.05
0,50,427763960.0,427500000.0,17.902362820878256,matrices/50_random_adj_mat_6.txt,0.05
0,50,427508452.0,426250000.0,18.370766270549694,matrices/50_random_adj_mat_7.txt,0.05
0,50,429050108.0,427500000.0,16.797476126737248,matrices/50_random_adj_mat_8.txt,0.05
0,50,428162872.0,426875000.0,16.765359010863502,matrices/50_random_adj_mat_9.txt,0.05
0,5,7698332.0,8125000.0,2.249612736828632,matrices/5_random_adj_mat_0.txt,0.08
0,5,7678172.0,7500000.0,2.4324100724478357,matrices/5_random_adj_mat_1.txt,0.08
0,5,7604172.0,7500000.0,2.092769076252572,matrices/5_random_adj_mat_2.txt,0.08
0,5,7700964.0,7500000.0,1.730408540073093,matrices/5_random_adj_mat_3.txt,0.08
0,5,7620212.0,7500000.0,1.8381227481602793,matrices/5_random_adj_mat_4.txt,0.08
0,5,7684976.0,7500000.0,2.907493662653474,matrices/5_random_adj_mat_5.txt,0.08
0,5,7689244.0,7500000.0,2.907678316977325,matrices/5_random_adj_mat_6.txt,0.08
0,5,7826968.0,8125000.0,2.72738402847107,matrices/5_random_adj_mat_7.txt,0.08
0,5,7616840.0,7500000.0,2.1307530483783985,matrices/5_random_adj_mat_8.txt,0.08
0,5,7593356.0,7500000.0,2.616055718212318,matrices/5_random_adj_mat_9.txt,0.08
0,6,9659016.0,10000000.0,2.6549481998199593,matrices/6_random_adj_mat_0.txt,0.08
0,6,9766596.0,9375000.0,2.3857942300953416,matrices/6_random_adj_mat_1.txt,0.08
0,6,9655044.0,9375000.0,2.5826910133607814,matrices/6_random_adj_mat_2.txt,0.08
0,6,9804952.0,10000000.0,2.6244799553107248,matrices/6_random_adj_mat_3.txt,0.08
0,6,9913932.0,10000000.0,2.204890873346207,matrices/6_random_adj_mat_4.txt,0.08
0,6,9694616.0,9375000.0,2.1213700507683013,matrices/6_random_adj_mat_5.txt,0.08
0,6,9698048.0,10000000.0,1.7547496920325507,matrices/6_random_adj_mat_6.txt,0.08
0,6,9694076.0,10000000.0,1.9668510853745371,matrices/6_random_adj_mat_7.txt,0.08
0,6,9649532.0,9375000.0,2.4785680059775683,matrices/6_random_adj_mat_8.txt,0.08
0,6,9661824.0,10000000.0,2.442624832178839,matrices/6_random_adj_mat_9.txt,0.08
0,7,11794068.0,11875000.0,2.5485158336662055,matrices/7_random_adj_mat_0.txt,0.08
0,7,11767108.0,11875000.0,2.1133715738835726,matrices/7_random_adj_mat_1.txt,0.08
0,7,11766352.0,11250000.0,2.765538655869785,matrices/7_random_adj_mat_2.txt,0.08
0,7,11759452.0,11250000.0,2.846818037575111,matrices/7_random_adj_mat_3.txt,0.08
0,7,11956112.0,11875000.0,2.490845941532837,matrices/7_random_adj_mat_4.txt,0.08
0,7,11946140.0,11875000.0,2.5723564469140525,matrices/7_random_adj_mat_5.txt,0.08
0,7,11852984.0,11875000.0,2.399317511596459,matrices/7_random_adj_mat_6.txt,0.08
0,7,11980484.0,11875000.0,2.869162661634958,matrices/7_random_adj_mat_7.txt,0.08
0,7,11884988.0,11875000.0,2.3131457844957337,matrices/7_random_adj_mat_8.txt,0.08
0,7,12145460.0,12500000.0,1.9213979013365257,matrices/7_random_adj_mat_9.txt,0.08
0,8,14422504.0,14375000.0,2.1692532406726444,matrices/8_random_adj_mat_0.txt,0.08
