,n,avg_real,avg_cpu,med_cost,matrix,restarts
0,30,13425600.0,15625000.0,9.182832341468849,matrices/30_random_adj_mat_8.txt,5
0,30,10966700.0,15625000.0,8.329179303725844,matrices/30_random_adj_mat_9.txt,5
0,30,13993000.0,15625000.0,8.709064828822992,matrices/30_random_adj_mat_0.txt,5
0,30,12166200.0,15625000.0,8.883070430839634,matrices/30_random_adj_mat_1.txt,5
0,30,18644300.0,15625000.0,8.410949790786411,matrices/30_random_adj_mat_2.txt,5
0,30,13756000.0,15625000.0,9.518999690557328,matrices/30_random_adj_mat_3.txt,5
0,30,15964600.0,15625000.0,8.36312178514862,matrices/30_random_adj_mat_4.txt,5
0,30,16049100.0,15625000.0,8.620965668802043,matrices/30_random_adj_mat_5.txt,5
0,30,14252600.0,15625000.0,7.943281979228561,matrices/30_random_adj_mat_6.txt,5
0,30,10177300.0,0.0,9.052434537885604,matrices/30_random_adj_mat_7.txt,5
0,30,14538200.0,15625000.0,10.058244863151579,matrices/30_random_adj_mat_8.txt,5
0,30,11937700.0,15625000.0,8.419157291566195,matrices/30_random_adj_mat_9.txt,5
0,40,19989100.0,15625000.0,11.902298273450041,matrices/40_random_adj_mat_0.txt,5
0,40,22121000.0,15625000.0,12.497622226213576,matrices/40_random_adj_mat_1.txt,5
0,40,23601200.0,31250000.0,9.953018288903872,matrices/40_random_adj_mat_2.txt,5
0,40,19606100.0,15625000.0,11.824891479443934,matrices/40_random_adj_mat_3.txt,5
0,40,21913400.0,15625000.0,10.700517669694701,matrices/40_random_adj_mat_4.txt,5
0,40,18197600.0,15625000.0,13.284937847628756,matrices/40_random_adj_mat_5.txt,5
0,40,19274000.0,15625000.0,10.445257574485636,matrices/40_random_adj_mat_6.txt,5
0,40,23525400.0,31250000.0,10.039799825150588,matrices/40_random_adj_mat_7.txt,5
0,40,19788100.0,15625000.0,11.73781157891956,matrices/40_random_adj_mat_8.txt,5
0,40,17525600.0,15625000.0,12.304971814476065,matrices/40_random_adj_mat_9.txt,5
0,50,28313400.0,31250000.0,15.904592319368307,matrices/50_random_adj_mat_0.txt,5
0,50,29538800.0,31250000.0,13.782370235181464,matrices/50_random_adj_mat_1.txt,5
0,50,32133900.0,31250000.0,14.053499584836601,matrices/50_random_adj_mat_2.txt,5
0,50,27457500.0,31250000.0,13.33408343142563,matrices/50_random_adj_mat_3.txt,5
0,50,33387200.0,31250000.0,13.73150144843522,matrices/50_random_adj_mat_4.txt,5
0,50,31063300.0,31250000.0,14.128875155079196,matrices/50_random_adj_mat_5.txt,5
0,50,29772400.0,31250000.0,14.880509949255595,matrices/50_random_adj_mat_6.txt,5
0,50,29891100.0,31250000.0,14.56854664898996,matrices/50_random_adj_mat_7.txt,5
0,50,27588500.0,31250000.0,15.029037389512645,matrices/50_random_adj_mat_8.txt,5
0,50,30677900.0,15625000.0,14.24800446423272,matrices/50_random_adj_mat_9.txt,5
0,5,1869100.0,0.0,2.249612736828632,matrices/5_random_adj_mat_0.txt,10
0,5,1286300.0,0.0,2.4324100724478357,matrices/5_random_adj_mat_1.txt,10
