,med_cost,restarts
0,5.482055161073474,"[np.float64(13.742364097744613), np.float64(13.732615097253955), np.float64(12.807047734673754), np.float64(12.518020804810547), np.float64(11.80586798747185), np.float64(11.769081976052986), np.float64(11.546351345232642), np.float64(11.348603300526227), np.float64(10.93240402595982), np.float64(10.450074987986069), np.float64(10.306171423862017), np.float64(10.192241475261994), np.float64(10.031578055223608), np.float64(9.24669319478406), np.float64(9.234428413233157), np.float64(8.834571277396348), np.float64(8.824683438168059), np.float64(8.718502966158377), np.float64(8.707738626968585), np.float64(8.672027988719641), np.float64(8.632385551607399), np.float64(8.595143716049973), np.float64(8.542218241085845), np.float64(8.486983816108141), np.float64(8.39129715622789), np.float64(8.36243552311743), np.float64(8.221274568093664), np.float64(8.057540830932842), np.float64(8.03216651138318), np.float64(7.852689364008069)]"
0,4.88143514412522,"[np.float64(13.229976102014456), np.float64(11.94717018174984), np.float64(11.865418868010575), np.float64(11.587932846057953), np.float64(11.440696132338019), np.float64(11.408875638026739), np.float64(10.979273852621501), np.float64(10.82624139501656), np.float64(10.370472742805928), np.float64(10.039442795953704), np.float64(9.942863944578116), np.float64(9.398467429720872), np.float64(9.073182550741391), np.float64(8.684453305528873), np.float64(8.471216373046106), np.float64(8.300481406510631), np.float64(7.929328263412477), np.float64(7.734934463058903), np.float64(7.725625365493167), np.float64(7.468590390206963), np.float64(6.865152370425633), np.float64(6.832836501681195), np.float64(6.748750426757148), np.float64(6.52955156944128), np.float64(6.516394780119791), np.float64(6.125183071745207), np.float64(6.010102059099388), np.float64(6.000937746158483), np.float64(5.88426580760734), np.float64(5.711415532896508), np.float64(5.661824168277093), np.float64(5.369951112557661)]"
0,5.314622955977222,"[np.float64(12.000429575792664), np.float64(11.990673097197996), np.float64(11.953118852632175), np.float64(11.477673401915295), np.float64(11.436663540937063), np.float64(9.821391035414111), np.float64(9.439638679461302), np.float64(9.398904626014177), np.float64(9.379500785296727), np.float64(8.883542164300744), np.float64(8.58894928215481), np.float64(8.024137224714826), np.float64(7.988523659275667), np.float64(7.768603946468863), np.float64(7.535350348064677), np.float64(7.4686003784191195), np.float64(7.27619967563742), np.float64(7.146541654874289), np.float64(7.145970566803495), np.float64(7.118001998910484), np.float64(7.102258487097165), np.float64(6.9026283548028635), np.float64(6.380938699486333)]"
0,5.659545509748448,"[np.float64(13.796371725647813), np.float64(13.58481285293161), np.float64(12.525418439432016), np.float64(12.307461774571596), np.float64(12.193833057293286), np.float64(11.517999549697887), np.float64(10.945345774215449), np.float64(10.763700555341414), np.float64(9.75727232820906), np.float64(9.393991552594189), np.float64(9.392205818405703), np.float64(9.385295039388403), np.float64(9.276814251102182), np.float64(9.038947942062038), np.float64(9.019213518588685), np.float64(8.984133789197138), np.float64(8.881206284216029), np.float64(8.68764372723038), np.float64(8.654354557977728), np.float64(8.575430778442875), np.float64(8.407580676394074), np.float64(8.329569580256166), np.float64(8.287234870087223), np.float64(8.268362045056183), np.float64(7.825445962554409), np.float64(7.820471020203143), np.float64(7.811272906203706), np.float64(7.801927733644756), np.float64(7.456507054717307), np.float64(7.289530890176262), np.float64(7.275198678700073), np.float64(7.149566753562069)]"
0,6.134807567780662,"[np.float64(15.065872733849718), np.float64(14.828455690798462), np.float64(14.518913937707966), np.float64(14.058688046631726), np.float64(13.906073837129814), np.float64(12.848556491466322), np.float64(12.478339645066777), np.float64(12.406079334281245), np.float64(11.947817770924896), np.float64(11.762585012056771), np.float64(11.635537905693653), np.float64(11.617652693895447), np.float64(10.078975681736171), np.float64(10.057394431718423), np.float64(9.509570569384286), np.float64(9.258988230774449), np.float64(9.242542118258596), np.float64(9.012058287607822), np.float64(8.931247220555909), np.float64(8.737246172335578), np.float64(8.617375136054282), np.float64(8.590562157184333), np.float64(8.498817000935253), np.float64(8.241131104916693), np.float64(7.997549020412553), np.float64(7.806195409494501), np.float64(7.6177724891274385), np.float64(7.449332010193473), np.float64(6.728504638808167), np.float64(6.726235303194378), np.float64(6.714397383005374), np.float64(6.592998810639359)]"
0,4.936697041239222,"[np.float64(10.3367206093335), np.float64(10.321021163101339), np.float64(9.86874932757541), np.float64(9.694553284931004), np.float64(9.566668440723245), np.float64(8.753976310505118), np.float64(8.437887893859372), np.float64(8.266260177695543), np.float64(7.976403504839983), np.float64(7.900150271982581), np.float64(7.862486632437583), np.float64(7.665444864970648), np.float64(7.445838700570927), np.float64(7.4095524035792355), np.float64(7.288260823326251), np.float64(7.146575221164262), np.float64(7.056651236326601), np.float64(6.902155964936274), np.float64(6.699868501754787), np.float64(6.633830719842071), np.float64(6.577183051336199), np.float64(6.469459398893421), np.float64(6.43932312774308), np.float64(6.337240319637667), np.float64(6.291307576041926), np.float64(5.982652171274065), np.float64(5.842174033431834), np.float64(5.6990737797547295), np.float64(5.607607827476315), np.float64(5.565959959609277), np.float64(5.51622156578463), np.float64(5.5076448252707), np.float64(5.496147504480504)]"
0,6.132842736567199,"[np.float64(12.209145850656936), np.float64(11.2432803560401), np.float64(11.203816468615276), np.float64(11.02616992673426), np.float64(10.710320168840015), np.float64(9.930876996133943), np.float64(9.478239154209705), np.float64(9.12884020689612), np.float64(8.632733667596762), np.float64(8.378550735191533), np.float64(8.07639810354412), np.float64(8.004707007996648), np.float64(7.764534758684965), np.float64(7.719554599196969), np.float64(7.682710994605755), np.float64(7.661437589487305), np.float64(7.46647286796586), np.float64(7.4131298438372335), np.float64(7.3283998580021885), np.float64(7.254579175155916), np.float64(7.122597982510982), np.float64(6.837656635897915), np.float64(6.827711640120995), np.float64(6.814752335424075), np.float64(6.787466176256953), np.float64(6.758951813040628), np.float64(6.758874491038024)]"
0,6.023650698291831,"[np.float64(15.269157459140319), np.float64(15.237051479180305), np.float64(15.116083406763401), np.float64(14.55356135856006), np.float64(13.494059718390695), np.float64(13.393314986853493), np.float64(12.72905778133686), np.float64(12.660012922344304), np.float64(11.422959093519676), np.float64(11.046489658199445), np.float64(10.850794565024731), np.float64(10.622658687740415), np.float64(10.618510088228948), np.float64(10.284876840884188), np.float64(10.14837273155893), np.float64(10.081432515327327), np.float64(9.970737840378693), np.float64(9.927013490164766), np.float64(9.884571342681225), np.float64(9.773160309453537), np.float64(9.172875826881654), np.float64(9.068232275741051), np.float64(8.949996496339303), np.float64(8.331693118295556), np.float64(7.951792896726254), np.float64(7.929801753027311), np.float64(7.704744793927933), np.float64(7.526802687537196), np.float64(7.421045716560205), np.float64(7.361325157779487), np.float64(7.270718928930224), np.float64(7.140346810073022), np.float64(7.139636400681648)]"
0,5.08993633789967,"[np.float64(14.05481302938771), np.float64(13.673510295425428), np.float64(12.707840887304386), np.float64(12.681898418668673), np.float64(12.074699287778126), np.float64(12.003730288272324), np.float64(11.974791029325614), np.float64(11.572915405699485), np.float64(11.332892071612441), np.float64(11.291839805794675), np.float64(11.111111257704366), np.float64(10.357071548922994), np.float64(10.321068187151212), np.float64(10.050387423977037), np.float64(9.880145147382624), np.float64(8.728333359926143), np.float64(8.628919765323037), np.float64(8.460104481790314), np.float64(8.255532809344233), np.float64(7.997063510860747), np.float64(7.909534797016005), np.float64(7.899259440913537), np.float64(7.539053909614133), np.float64(7.498005615467252), np.float64(7.4171054738508575), np.float64(7.377371226804985), np.float64(7.024649837169522), np.float64(6.952669415213834), np.float64(6.737340762707913), np.float64(6.679470614110813), np.float64(6.38167599685702)]"
0,6.871579159139134,"[np.float64(17.077176761820414), np.float64(16.664344469321797), np.float64(15.821094139338594), np.float64(15.637527759178852), np.float64(15.434010797278084), np.float64(15.371171058798733), np.float64(13.609633512172113), np.float64(13.254564391543452), np.float64(12.680849569744387), np.float64(12.529435649146745), np.float64(12.48042820457396), np.float64(12.291164742779392), np.float64(12.026417962773042), np.float64(10.853957140514042), np.float64(10.719920473870815), np.float64(10.452361212341811), np.float64(10.374982130395917), np.float64(10.367979847857551), np.float64(10.316352457407518), np.float64(10.184839369561363), np.float64(10.174251101671508), np.float64(9.960454429197927), np.float64(9.871937569157955), np.float64(9.603706662890811), np.float64(9.399918352996949), np.float64(9.383597775495472), np.float64(9.33242692627452), np.float64(9.205095511966297), np.float64(9.156222568808316), np.float64(8.826424302092285), np.float64(8.791395598400774), np.float64(8.542856510668809), np.float64(8.468527956403028), np.float64(8.355834289786953), np.float64(8.348149037394187), np.float64(8.00507553976232), np.float64(7.9575399206316275)]"
0,6.451896443029067,"[np.float64(15.984378884673038), np.float64(15.884946516878944), np.float64(15.129811288462598), np.float64(14.702941667403234), np.float64(14.622930519336485), np.float64(14.15642776838957), np.float64(14.042653073315021), np.float64(14.02073992538684), np.float64(13.601686527661977), np.float64(13.460726047445169), np.float64(13.221802538209046), np.float64(13.082809459797465), np.float64(12.917551259301922), np.float64(12.117760568742975), np.float64(11.94050596068659), np.float64(11.768868741116552), np.float64(11.761237977277503), np.float64(11.719884467085457), np.float64(11.664876993744253), np.float64(11.63009334107007), np.float64(10.996209887790883), np.float64(10.089252690767815), np.float64(9.754129136733404), np.float64(9.176054750008756), np.float64(9.03161685151224), np.float64(8.966483402096513), np.float64(8.914784491942966), np.float64(8.899410195405567), np.float64(8.650569053632225), np.float64(8.588435499492046), np.float64(8.298727114515374), np.float64(8.206391325469975), np.float64(8.109454211659395), np.float64(8.003736044933408), np.float64(7.967921756330982), np.float64(7.861832657251237), np.float64(7.857603160962755), np.float64(7.777879404726381), np.float64(7.7181365361395216)]"
0,7.408325774915323,"[np.float64(16.52132711877096), np.float64(16.251437329395955), np.float64(14.430499784061118), np.float64(14.053396031962038), np.float64(13.933084031698844), np.float64(12.933483445158595), np.float64(11.995332308128104), np.float64(11.404976836089359), np.float64(11.404897555544798), np.float64(11.251298215396721), np.float64(11.245551242829078), np.float64(11.190634280026195), np.float64(11.108143809618824), np.float64(10.771277255223891), np.float64(10.146703204847793), np.float64(10.058862626455964), np.float64(9.87483548491211), np.float64(9.51990435457565), np.float64(9.435841674731723), np.float64(9.231957382031432), np.float64(9.182856997320517), np.float64(8.697697290335675), np.float64(8.695259799359633), np.float64(8.673635407280997), np.float64(8.590101097840627), np.float64(8.416966495907774), np.float64(8.341232767554704), np.float64(8.115259447567466), np.float64(7.9498804252365), np.float64(7.52443411896456), np.float64(7.471604777175896), np.float64(7.454997364864833)]"
0,7.217715482811399,"[np.float64(16.67421708131377), np.float64(16.513380082565867), np.float64(16.493152948104584), np.float64(16.411221765553247), np.float64(16.369531382983812), np.float64(16.289488130725946), np.float64(15.962020768874734), np.float64(15.805119846695241), np.float64(15.749344185339227), np.float64(15.196003917914224), np.float64(15.193365480655642), np.float64(14.991160128040756), np.float64(14.853133403986767), np.float64(14.649138537278603), np.float64(14.476393576166412), np.float64(14.38493282523199), np.float64(14.191291999731098), np.float64(14.145061377756042), np.float64(13.648834473229472), np.float64(13.577924221730155), np.float64(13.456641218517024), np.float64(13.221429942769912), np.float64(12.761865728511548), np.float64(12.660684499433208), np.float64(12.645286548125593), np.float64(12.014093626485373), np.float64(11.688652823642613), np.float64(11.579301941253016), np.float64(11.28569026855922), np.float64(11.238574843232268), np.float64(11.00761211749802), np.float64(10.982018193759663), np.float64(9.553185674091802), np.float64(9.462328393551736), np.float64(9.094184636031414), np.float64(9.067934393146482), np.float64(8.954489076461096), np.float64(8.918606739788084), np.float64(8.74437666673038)]"
0,6.920634996223502,"[np.float64(15.13571306961532), np.float64(14.87119664386266), np.float64(14.824113687093055), np.float64(14.582671956847607), np.float64(14.039165745256954), np.float64(13.802993697219794), np.float64(13.622585409319253), np.float64(13.369108739883204), np.float64(13.209972470534463), np.float64(12.906306507711703), np.float64(12.351242202174006), np.float64(12.243795375604787), np.float64(12.174138198852122), np.float64(11.22136155105305), np.float64(11.006630598078724), np.float64(10.8019338025773), np.float64(10.64180914013201), np.float64(10.510045992888987), np.float64(10.144213724674502), np.float64(9.985930285088184), np.float64(9.955918555478732), np.float64(9.902433345358514), np.float64(9.858334753158195), np.float64(9.562955487365933), np.float64(9.430429934250295), np.float64(9.096023876365088), np.float64(8.930216081752443), np.float64(8.526431492619627), np.float64(8.483302045645912), np.float64(8.132556706796148), np.float64(8.045104045257215)]"
0,7.488860435759032,"[np.float64(14.989001423665469), np.float64(14.868251009931873), np.float64(14.77937656492499), np.float64(14.344523651199582), np.float64(14.282317938361004), np.float64(14.098069089226449), np.float64(13.85768403182651), np.float64(13.707704465338448), np.float64(13.660281598256729), np.float64(12.476563906338413), np.float64(12.369859358318038), np.float64(12.016435693871502), np.float64(11.929658067800105), np.float64(11.878472042925303), np.float64(11.718354980124614), np.float64(11.605097247848873), np.float64(11.330918037587168), np.float64(11.303453011018869), np.float64(11.115800992423955), np.float64(10.95649914289043), np.float64(10.812334020331777), np.float64(10.792289092217718), np.float64(10.738163395398598), np.float64(10.53142559119214), np.float64(9.869518801314173), np.float64(9.859644223000021), np.float64(9.760944228064517), np.float64(9.717120744515558), np.float64(9.704165937467035), np.float64(9.574784173054203), np.float64(9.504560667856987), np.float64(9.350480159967635), np.float64(9.221985450486105), np.float64(8.780668730799459)]"
0,5.675577921364238,"[np.float64(16.755936954992933), np.float64(16.471268761587986), np.float64(15.426378291041278), np.float64(15.29137131697288), np.float64(14.905188074188825), np.float64(14.6771841708376), np.float64(14.610781966014184), np.float64(14.491132140360858), np.float64(14.293749715619393), np.float64(14.198649561900032), np.float64(13.708174902011644), np.float64(13.23914248720037), np.float64(13.01522866936189), np.float64(12.62371380255593), np.float64(12.582077408968567), np.float64(12.577706128059134), np.float64(12.008676344742298), np.float64(11.586939560447192), np.float64(10.754660664916296), np.float64(10.746956487091298), np.float64(10.687450491398515), np.float64(10.110976730789595), np.float64(9.99736631347966), np.float64(9.993687586959968), np.float64(9.97943659741853), np.float64(9.96011029754447), np.float64(9.923234444283706), np.float64(9.883380140449876), np.float64(9.024970449056863), np.float64(8.928133568969614), np.float64(8.911954302162423), np.float64(8.630232149948545), np.float64(8.212222088618047), np.float64(7.880504049327322), np.float64(7.757320611731054), np.float64(7.697740643799899), np.float64(7.693916301550476), np.float64(7.277385311849147), np.float64(7.115252327233653), np.float64(7.083068226341458), np.float64(7.055054947388843), np.float64(6.9080801377278345), np.float64(6.90225834773508), np.float64(6.760670182609481), np.float64(6.682116416856088), np.float64(6.676244230051875), np.float64(6.662493489433299), np.float64(6.319586880332222)]"
0,6.255256657146386,"[np.float64(15.879704540071769), np.float64(15.29884303667516), np.float64(15.118228156199523), np.float64(14.541719228936682), np.float64(14.067690703377778), np.float64(13.742955774847069), np.float64(13.202848189052272), np.float64(12.900857992690202), np.float64(12.258557420178438), np.float64(11.387000442247677), np.float64(11.124412704245044), np.float64(10.418929251092825), np.float64(9.92136335906211), np.float64(9.160818705138082), np.float64(9.142711296144194), np.float64(8.925805985974163), np.float64(8.568270123762854), np.float64(8.314174956436604), np.float64(8.301357877225605), np.float64(8.227164075407025), np.float64(8.126830173009743), np.float64(7.806497091140382), np.float64(7.758402613440604), np.float64(7.736689235829997), np.float64(7.5327369264047945), np.float64(7.448528448691505), np.float64(7.435290348145555), np.float64(7.369486994897026), np.float64(7.121142160149632), np.float64(6.878342498782132), np.float64(6.552439645005573), np.float64(6.458926839269327), np.float64(6.404931160225177)]"
0,7.037822823583998,"[np.float64(16.519494758590206), np.float64(15.758732799372565), np.float64(15.505340992164456), np.float64(15.06766421869994), np.float64(14.690101963428717), np.float64(13.749820710501531), np.float64(13.484625328788752), np.float64(13.295338744520043), np.float64(12.966966588855614), np.float64(12.78554600148425), np.float64(12.271011156946134), np.float64(12.265769119697724), np.float64(12.120313706713437), np.float64(11.986453990889688), np.float64(11.94118124098212), np.float64(11.936907681328767), np.float64(10.731068826230038), np.float64(10.683032896404283), np.float64(10.476768184745533), np.float64(10.235523727774478), np.float64(10.216848799976626), np.float64(10.178185087552428), np.float64(9.969208243167673), np.float64(9.884737797915651), np.float64(9.816772026417985), np.float64(9.723639234601235), np.float64(9.53037584000628), np.float64(9.457013662780842), np.float64(9.075775679604696), np.float64(9.01916022485549), np.float64(8.810028787160372)]"
0,6.314407603267584,"[np.float64(15.532878622190719), np.float64(15.407262170424271), np.float64(14.803953009381988), np.float64(13.85240354487944), np.float64(13.058334187220897), np.float64(12.653239550842521), np.float64(12.614833747258064), np.float64(12.365497429417033), np.float64(12.151890025200682), np.float64(12.013851011039936), np.float64(11.636647173406185), np.float64(11.290184866798242), np.float64(11.229128522894449), np.float64(10.636312379135207), np.float64(10.439755180544298), np.float64(10.009955687135857), np.float64(9.570139862795457), np.float64(9.493322566345201), np.float64(9.41812486765957), np.float64(9.413077061782499), np.float64(9.316613057723025), np.float64(9.155682146939139), np.float64(9.084834746723553), np.float64(9.049353688793877), np.float64(9.04012333630191), np.float64(8.881662435970766), np.float64(8.696147642644698), np.float64(8.276488611212088), np.float64(8.276434308732478), np.float64(8.201746563992183), np.float64(7.981948056574063), np.float64(7.889578285578555), np.float64(7.847041680091247), np.float64(7.78155417920524), np.float64(7.373313727831655), np.float64(7.147260618303812), np.float64(6.850881200924337)]"
0,7.042040040692878,"[np.float64(15.122304735452666), np.float64(14.307317888544464), np.float64(14.008180859918335), np.float64(13.779647110352089), np.float64(12.7923035736411), np.float64(12.472005469795064), np.float64(12.247112238941048), np.float64(11.397153264052518), np.float64(11.372890868781642), np.float64(11.238576573490272), np.float64(10.834535142292411), np.float64(10.621921447943757), np.float64(10.611614669726292), np.float64(10.587460095901433), np.float64(10.216452042622077), np.float64(10.106031515780135), np.float64(10.08487432001576), np.float64(10.041367806830376), np.float64(9.88706912274439), np.float64(9.847697109615016), np.float64(9.769911536812174), np.float64(9.755201263305032), np.float64(9.188767633469212), np.float64(8.96748851427786), np.float64(8.376703415356971), np.float64(8.2673805185571), np.float64(8.076277415435674), np.float64(7.586000883981445), np.float64(7.465446859218986), np.float64(7.410766755010933), np.float64(7.358311731826333), np.float64(7.255107701548026)]"
0,6.492500607189696,"[np.float64(17.87494495319421), np.float64(17.77776148795219), np.float64(17.00918334523587), np.float64(16.810157533636406), np.float64(16.274587425176048), np.float64(16.087175679133747), np.float64(15.944349612001789), np.float64(14.75111406001927), np.float64(14.699008509543628), np.float64(14.188644302600107), np.float64(13.422234106203474), np.float64(13.261389009153099), np.float64(12.90330861640638), np.float64(12.602554033519072), np.float64(12.350577900927371), np.float64(12.307410417161856), np.float64(11.846143170252352), np.float64(11.740510778497537), np.float64(11.403485817267814), np.float64(10.99504845905979), np.float64(10.522977495636983), np.float64(10.387458515868989), np.float64(10.141870009260467), np.float64(10.05971641794917), np.float64(9.74990659512662), np.float64(9.205943635206143), np.float64(9.20008869029627), np.float64(9.162894151761192), np.float64(8.991114030798327), np.float64(8.873754880995563), np.float64(8.54261669481001), np.float64(8.122629272574127)]"
0,6.565565301427656,"[np.float64(17.607471999624984), np.float64(16.73767864052709), np.float64(15.686276684240042), np.float64(15.110230185710993), np.float64(14.647492745590682), np.float64(14.064589260514124), np.float64(13.434919511074906), np.float64(13.043194696182992), np.float64(12.974749534493819), np.float64(12.792645424380792), np.float64(12.367194630356758), np.float64(12.297681416767068), np.float64(12.190719906755696), np.float64(12.038293744207072), np.float64(11.907420969201247), np.float64(10.774042763960765), np.float64(10.7529103701207), np.float64(10.653523598100477), np.float64(10.62983368872811), np.float64(10.515364160785593), np.float64(10.342095237135764), np.float64(10.13400759564022), np.float64(10.074697816610472), np.float64(9.8927545653303), np.float64(9.27356073068979), np.float64(9.219316795586858), np.float64(9.216613790768603), np.float64(9.099335205552938), np.float64(9.072170405942197), np.float64(8.716561042299709), np.float64(8.311362423555696), np.float64(8.223736825561435), np.float64(8.17481608809774), np.float64(8.104512712707264), np.float64(7.883462295460331), np.float64(7.755243503306218), np.float64(7.529536585362518), np.float64(7.513711561888513), np.float64(7.389597428260096)]"
0,6.872843403929319,"[np.float64(17.251668901102615), np.float64(16.950042784401887), np.float64(16.915257923046525), np.float64(16.196328155189303), np.float64(14.830214586170012), np.float64(14.033613264685712), np.float64(13.776075036909168), np.float64(13.519348872816373), np.float64(13.295567378049496), np.float64(13.217637153154802), np.float64(13.020257917658409), np.float64(13.007235131465706), np.float64(12.400059067342854), np.float64(11.909042943122701), np.float64(11.368966074093514), np.float64(11.30247742563271), np.float64(11.296384890095158), np.float64(11.158207461593797), np.float64(10.865268146325786), np.float64(10.473758063665326), np.float64(10.129853972986268), np.float64(9.946622314646197), np.float64(9.77707836976134), np.float64(9.765551429607415), np.float64(9.703262001969065), np.float64(9.670598544029623), np.float64(9.13482440420464), np.float64(9.123871983809904), np.float64(9.097067865518314), np.float64(9.076989932446914), np.float64(9.008820642613099), np.float64(8.81109688670929), np.float64(8.666083355272777), np.float64(8.648597820419562), np.float64(8.635859485059976)]"
0,6.5765899046812315,"[np.float64(15.474718742296899), np.float64(15.257497336819847), np.float64(15.024556159838632), np.float64(14.482489457966594), np.float64(14.46023590975483), np.float64(14.273215987662184), np.float64(13.84756092387125), np.float64(13.808544868109223), np.float64(13.598212051667288), np.float64(13.364317377745932), np.float64(13.05208691622046), np.float64(13.035017242733081), np.float64(12.976098366186248), np.float64(12.96051229080299), np.float64(12.904289352595999), np.float64(12.809082307492108), np.float64(12.564162927198735), np.float64(12.310847667046875), np.float64(12.130977045612218), np.float64(11.781152277902395), np.float64(11.729276159752928), np.float64(11.159333654088408), np.float64(11.119111461969116), np.float64(10.869406988192363), np.float64(10.562873122988748), np.float64(10.555258518384765), np.float64(10.553356209143644), np.float64(10.538425372460996), np.float64(10.236300965823373), np.float64(9.796362719273246), np.float64(9.576822770080442), np.float64(9.521771189830579), np.float64(9.47928042070958), np.float64(9.361352585375284), np.float64(9.35119968772093), np.float64(9.200367763592588), np.float64(9.04091616888683), np.float64(8.943578801382463), np.float64(8.929847633934205), np.float64(8.601459080042877), np.float64(8.570935099223467), np.float64(8.500681808964075), np.float64(8.358159853966445), np.float64(8.285430753208885), np.float64(8.2238564301421)]"
0,7.094713813844883,"[np.float64(17.475975600511745), np.float64(17.436661026061312), np.float64(17.303991831190164), np.float64(16.837570515890885), np.float64(16.825453967156253), np.float64(16.632211153031637), np.float64(16.596450307081074), np.float64(16.477909312427393), np.float64(16.05837394672941), np.float64(15.84016363298927), np.float64(15.6939477404428), np.float64(15.586062208607357), np.float64(15.027880187118004), np.float64(14.351247154841511), np.float64(14.106702273644187), np.float64(14.04485066901655), np.float64(14.000575596794617), np.float64(13.980521122910645), np.float64(13.776590165197524), np.float64(13.272682633075146), np.float64(13.25716797051039), np.float64(13.137104662008346), np.float64(12.806551837528328), np.float64(12.791254905965289), np.float64(12.668229637096093), np.float64(12.576171802330816), np.float64(12.56439848682388), np.float64(11.971599449544104), np.float64(11.909061013980633), np.float64(11.497930830675038), np.float64(11.397776951209512), np.float64(11.172966464605544), np.float64(11.00836433704449), np.float64(11.007448913553432), np.float64(10.738166772792288), np.float64(10.202482902229326), np.float64(9.940926313940524), np.float64(9.896925606004855), np.float64(9.779784498120069), np.float64(9.760737798334393), np.float64(9.628043226245033), np.float64(9.576870411986018), np.float64(9.462815967158011), np.float64(9.180365043991749), np.float64(8.935502349009537), np.float64(8.45794908275374), np.float64(8.255510563784767)]"
0,5.8611964812007615,"[np.float64(14.988131820988801), np.float64(14.568873186078143), np.float64(14.463321910104234), np.float64(13.596625965108938), np.float64(13.502728169750496), np.float64(13.497350951024846), np.float64(13.245693913442881), np.float64(12.199733603219634), np.float64(12.182489524230444), np.float64(11.653300528303802), np.float64(11.652027678753003), np.float64(11.588339194728922), np.float64(11.587724732219964), np.float64(11.328372785659571), np.float64(11.076793738133585), np.float64(10.741992845099157), np.float64(10.718764817718265), np.float64(10.703525125363846), np.float64(10.675339659888404), np.float64(10.59484817175575), np.float64(10.454894139541127), np.float64(10.380073666307405), np.float64(9.838468594104961), np.float64(9.763118171307324), np.float64(9.530427842150843), np.float64(9.468505751167969), np.float64(9.415542237469552), np.float64(9.300449974760905), np.float64(9.157711665822209), np.float64(9.011843121545647), np.float64(8.935165936387165), np.float64(8.691186252438628), np.float64(8.690508601372182), np.float64(8.376890468700367), np.float64(8.263568111110006), np.float64(8.23142480570873), np.float64(8.132194109112415), np.float64(8.105843422758905), np.float64(7.966219443248864), np.float64(7.909503491406483), np.float64(7.749785016619214), np.float64(7.511655696055625), np.float64(7.488479535459698), np.float64(7.478348333978079), np.float64(7.466299770659232), np.float64(7.438697673673905), np.float64(7.4013663112446455)]"
0,6.867264205090178,"[np.float64(15.94693712427725), np.float64(15.529193180150621), np.float64(15.422936272966997), np.float64(13.753635443812936), np.float64(12.667505690904335), np.float64(12.518637658534477), np.float64(12.101296404873224), np.float64(11.022593409358603), np.float64(10.90091145783727), np.float64(10.851703636224938), np.float64(10.68264468289528), np.float64(10.660223130042032), np.float64(10.654693699941431), np.float64(10.645713829308585), np.float64(10.518994333166475), np.float64(10.476490231978225), np.float64(10.21135501490642), np.float64(10.066277019742751), np.float64(9.992416979570399), np.float64(9.9923728275537), np.float64(9.979036614202705), np.float64(9.976145648899918), np.float64(9.932717801325497), np.float64(9.915105066137661), np.float64(9.885199942242846), np.float64(9.708436525933598), np.float64(9.545604456883641)]"
0,6.740968394191077,"[np.float64(14.07775475817137), np.float64(14.058749303816285), np.float64(13.557435901117678), np.float64(13.531337002674029), np.float64(13.465077857077691), np.float64(13.366639899895208), np.float64(12.033917869305771), np.float64(11.964177997810543), np.float64(11.692173451423647), np.float64(11.589710869667194), np.float64(11.545992985481504), np.float64(10.967595276541342), np.float64(10.841915696902957), np.float64(10.615491619205281), np.float64(10.590126566774126), np.float64(10.25750147020148), np.float64(10.001333781974251), np.float64(9.844118058157381), np.float64(9.659775193078792), np.float64(9.13071686921667), np.float64(9.118850791957419), np.float64(9.098033369955337), np.float64(9.006398595380443), np.float64(8.904327376384975), np.float64(8.818531934004238), np.float64(8.700380785755591), np.float64(8.599116553689878), np.float64(8.500835958325354), np.float64(8.334191516670874), np.float64(7.898814834469037), np.float64(7.474612009023417), np.float64(7.456080063303853), np.float64(7.4199497056287)]"
0,6.326555321485404,"[np.float64(15.078341800514783), np.float64(15.062083485589344), np.float64(14.874910649054604), np.float64(13.996920777444508), np.float64(13.932920292666097), np.float64(13.85967681590644), np.float64(13.626091644586568), np.float64(13.347406421634943), np.float64(13.29419140014865), np.float64(12.68796568971618), np.float64(12.054253110215203), np.float64(11.973130662217143), np.float64(11.633223287453227), np.float64(11.240524786881414), np.float64(10.99096525072588), np.float64(10.617793090163397), np.float64(10.36750699482447), np.float64(10.297268329000229), np.float64(10.284755693974748), np.float64(10.094077617674554), np.float64(9.369389723655999), np.float64(9.358971651321728), np.float64(8.663943520195668), np.float64(8.659663114029199), np.float64(8.42630497154525), np.float64(8.400013640081207), np.float64(8.351294341450629), np.float64(8.351273211645195), np.float64(8.11111248865338), np.float64(8.096321926394312), np.float64(7.920733279967994), np.float64(7.550354175540155), np.float64(7.534007359151887), np.float64(7.502213136922594), np.float64(7.474791478576502), np.float64(7.382795257438986), np.float64(7.29659320915269), np.float64(7.108309508102697), np.float64(7.080438945609738)]"
